Unnamed: 0,sentence,Smell Word,Flower,Flower Smell,Flower Quality
31,"Mysticism , with its marvellous power of making common things strange to us , and the subtle antinomianism that always seems to accompany it , moved him for a season ; and for a season he inclined to the materialistic doctrines of the Darwinismus movement in Germany , and found a curious pleasure in tracing the thoughts and passions of men to some pearly cell in the brain , or some white nerve in the body , delighting in the conception of the absolute dependence of the spirit on certain physical conditions , morbid or healthy , normal or diseased nan ",0,0,0,0
32,"Yet , as has been said of him before , no theory of life seemed to him to be of any importance compared with life itself nan ",0,0,0,0
33,He felt keenly conscious of how barren all intellectual speculation is when separated from action and experiment nan ,0,0,0,0
34,"He knew that the senses , no less than the soul , have their spiritual mysteries to reveal nan ",0,0,0,0
35,"And so he would now study perfumes and the secrets of their manufacture , distilling heavily scented oils and burning odorous gums from the East nan ",1,0,0,0
36,"He saw that there was no mood of the mind that had not its counterpart in the sensuous life , and set himself to discover their true relations , wondering what there was in frankincense that made one mystical , and in ambergris that stirred one ’ s passions , and in violets that woke the memory of dead romances , and in musk that troubled the brain , and in champak that stained the imagination ; and seeking often to elaborate a real psychology of perfumes , and to estimate the several influences of sweet-smelling roots and scented , pollen-laden flowers ; of aromatic balms and of dark and fragrant woods ; of spikenard , that sickens ; of hovenia , that makes men mad ; and of aloes , that are said to be able to expel melancholy from the soul nan ",1,1,1,0
37,"At another time he devoted himself entirely to music , and in a long latticed room , with a vermilion-and-gold ceiling and walls of olive-green lacquer , he used to give curious concerts in which mad gipsies tore wild music from little zithers , or grave , yellow-shawled Tunisians plucked at the strained strings of monstrous lutes , while grinning Negroes beat monotonously upon copper drums and , crouching upon scarlet mats , slim turbaned Indians blew through long pipes of reed or brass and charmed—or feigned to charm—great hooded snakes and horrible horned adders nan ",0,0,0,0
38,"The harsh intervals and shrill discords of barbaric music stirred him at times when Schubert ’ s grace , and Chopin ’ s beautiful sorrows , and the mighty harmonies of Beethoven himself , fell unheeded on his ear nan ",0,0,0,0
39,"He collected together from all parts of the world the strangest instruments that could be found , either in the tombs of dead nations or among the few savage tribes that have survived contact with Western civilizations , and loved to touch and try them nan ",0,0,0,0
40,"He had the mysterious juruparis of the Rio Negro Indians , that women are not allowed to look at and that even youths may not see till they have been subjected to fasting and scourging , and the earthen jars of the Peruvians that have the shrill cries of birds , and flutes of human bones such as Alfonso de Ovalle heard in Chile , and the sonorous green jaspers that are found near Cuzco and give forth a note of singular sweetness nan ",0,0,0,0
41,"He had painted gourds filled with pebbles that rattled when they were shaken ; the long clarin of the Mexicans , into which the performer does not blow , but through which he inhales the air ; the harsh ture of the Amazon tribes , that is sounded by the sentinels who sit all day long in high trees , and can be heard , it is said , at a distance of three leagues ; the teponaztli , that has two vibrating tongues of wood and is beaten with sticks that are smeared with an elastic gum obtained from the milky juice of plants ; the yotl-bells of the Aztecs , that are hung in clusters like grapes ; and a huge cylindrical drum , covered with the skins of great serpents , like the one that Bernal Diaz saw when he went with Cortes into the Mexican temple , and of whose doleful sound he has left us so vivid a description nan ",0,0,0,0
42,"The fantastic character of these instruments fascinated him , and he felt a curious delight in the thought that art , like Nature , has her monsters , things of bestial shape and with hideous voices nan ",0,0,0,0
43,"Yet , after some time , he wearied of them , and would sit in his box at the opera , either alone or with Lord Henry , listening in rapt pleasure to “ Tannhauser ” and seeing in the prelude to that great work of art a presentation of the tragedy of his own soul nan ",0,0,0,0
44,"On one occasion he took up the study of jewels , and appeared at a costume ball as Anne de Joyeuse , Admiral of France , in a dress covered with five hundred and sixty pearls nan ",0,0,0,0
45,"This taste enthralled him for years , and , indeed , may be said never to have left him nan ",0,0,0,0
46,"He would often spend a whole day settling and resettling in their cases the various stones that he had collected , such as the olive-green chrysoberyl that turns red by lamplight , the cymophane with its wirelike line of silver , the pistachio-coloured peridot , rose-pink and wine-yellow topazes , carbuncles of fiery scarlet with tremulous , four-rayed stars , flame-red cinnamon-stones , orange and violet spinels , and amethysts with their alternate layers of ruby and sapphire nan ",0,0,0,0
47,"He loved the red gold of the sunstone , and the moonstone ’ s pearly whiteness , and the broken rainbow of the milky opal nan ",0,0,0,0
0,nan ,0,0,0,0
1,"A SHORT HISTORY OF DRUGS , & c nan ",0,0,0,0
2,"ALLOES CICOTRINA , commonly called SUCCOTRINA nan ",0,0,0,0
3,"IS the inspissated Juice of a Plant of that Name ; the best grows in the Island of Succotre , which if dry and when broke in the Middle appears of a dark green glassey substance , and when reduced to Powder is of a fine yellow Saffron Colour nan ",0,0,0,0
4,"If any Dirt , Stones , or other Rubbish is in the Package , which very often happens to the very best , the Value is uncertain ; therefore , what you buy , let it be fine and clear ; and if it be not so , sort it in the Country , taking it out of the Skins , and freeing it from Stones , Dirt and Rubbish ; for which , if you import it , you must pay the Duty , which is very high , and the Buyers will calculate the Loss in Skins , & c . at double the real Disadvantage nan ",0,0,0,0
5,"It will sell to much greater Advantage in Chests or Casks , from one to two hundred Weight , than in large ones , which will be above the Reach of midling Buyers nan ",0,0,0,0
6,"— Please to grease the Inside of the Package , to prevent its sticking to it nan ",0,0,0,0
7,"ALLOES HEPACTIA , or EPATICA : Is of the same Species with the Cicotrina : but instead of being of a dark green , and almost transparent when shivered into thin Pieces , is of the Colour of the Liver of an Animal ; and it frequently happens that there is a Mixture of Cicotrina in the Epatic , as well as a Mixture of Epatic in the Cicotrina , which ought to be separated in the Country nan ",0,0,0,0
8,"Stones , Dirt , & c . should be equally guarded against in this Article as in the Cicotrina , and the Buyer should guard against its being wet ; very good Epatic Alloes having been brought home from India almost Liquid , which the Buyers were obliged to keep till it became dry and fit to be broke into small Pieces , and capable of being reduced to Powder GUM AMMONIACUM : Is a concrete gummy substance in small Drops or Tears ; it is of a nauseous bitter Taste , but when dissolved in any liquid but Spirits , or rubbed in a Mortar with Water , resembles Milk ; it must be free from Dross , Stones , & c . and if brown will not ( though it may be as good as when it is almost white ) fetch half the Price nan ",0,0,0,0
9,GUM ASSAFAETIDA nan ,0,0,0,0
10,"Is a concrete gummy substance , of a strong faetid smell , resembling Onions , or rather Shallots , in small Drops or Tears ; but when packt forms a massy lump nan ",1,0,0,0
11,"Observe , that when first broke it appears quite white within , and changes soon after to a red or purple Colour ; the brown , dingy , or dirty is of little Value : it is often mixed with Stones ; some sorts are moist , with Tears , which if clean is very good nan ",0,0,0,0
12,"GUM BENJAMIN , or BENZOIN nan ",0,0,0,0
13,"Is a concrete rosinous Gum , of a sweet aromatic Taste ; it is generally brought here in large Masses , according to the shape of the package , therefore before you buy break well into it , and see that it is full of white marble Drops nan ",0,0,0,0
14,"If that Sort is not to be had , the next best is the light brown sort , which breaks smooth , and is free from dross , and almost transparent ; the drossy Sort is of little Value , and the King ' s Duty is as high upon that as the very finest nan ",0,0,0,0
